address	parent-address	primary-address	street	name	name-cy	point	end-date
2X6YQ7S6			30100495	NEWBOROUGH CHURCH OF ENGLAND PRIMARY SCHOOL		[52.6381211,-0.2210568]	
2X6YQ7VP			30100362	NORTHBOROUGH PRIMARY SCHOOL		[52.6567352,-0.2959284]	
2X6YQ7YG			14501338	SIR HARRY SMITH COMMUNITY COLLEGE		[52.5589533,-0.1180093]	
2X6YQ7YH			14501194	ALDERMAN JACOBS PRIMARY SCHOOL		[52.5614717,-0.1175033]	2011-10-19
2X6YQ86H			14501251	PARK LANE PRIMARY SCHOOL		[52.5560143,-0.1356899]	
2X6YQ8A5			30101275	STANGROUND ACADEMY		[52.5478016,-0.226091]	
2X6YQ8HN			17802478	HOLME PRIMARY SCHOOL		[52.4764814,-0.249489]	2009-08-08
2X6YQ8HP			17802312	STILTON PRIMARY SCHOOL		[52.489628,-0.2939062]	2009-08-08
2X6YQ8HQ			17802784	FOLKSWORTH PRIMARY SCHOOL		[52.4937996,-0.312703]	2009-08-08
2X6YQ8QF			17802865	ELTON PRIMARY SCHOOL		[52.5297454,-0.3967884]	
2X6YQ8XW			30100314	BARNACK CHURCH OF ENGLAND PRIMARY SCHOOL		[52.6332041,-0.4122969]	
2X6YQ975			40501348	KENNINGTONS PRIMARY ACADEMY		[51.5076753,0.251431]	
2X6YQ9MY			40500489	BARRETTS AND DACRE E S N SCHOOL		[51.5119311,0.2774105]	2011-09-08
2X6YQA1K			40501488	DEVELOPMENT LAND AT FORMER COLLEGE		[51.4856641,0.3543249]	
2X6YQA2C			40500603	WOODSIDE ACADEMY		[51.4882427,0.3561791]	
2X6YQA67			40501319	WILLIAM EDWARDS SCHOOL		[51.5035925,0.3319546]	
2X6YQAB6			40501132	CHADWELL ST MARY PRIMARY SCHOOL		[51.4819671,0.3677244]	
2X6YQAE9			40500579	WARREN PRIMARY SCHOOL		[51.4891522,0.293965]	
2X6YQAW9			40500648	THE HATHAWAY ACADEMY		[51.489371,0.3280304]	
2X6YQAZ7			40501042	BELMONT CASTLE ACADEMY		[51.4799559,0.3102533]	
2X6YQBZR			40501744	LANSDOWN PRIMARY ACADEMY		[51.4623525,0.3574805]	
2X6YQC1K			40500431	MANOR INFANT AND NURSERY SCHOOL		[51.4684332,0.3739067]	
2X6YQD70			13801295	STAPLEFORD ABBOTTS COUNTY PRIMARY SCHOOL		[51.6411686,0.1663602]	
2X6YQE0X			28900200	HEWETT SCHOOL		[52.6138051,1.2896555]	
2X6YQE76			28900328	CAVELL FIRST AND NURSERY SCHOOL		[52.608997,1.2946973]	2010-03-30
2X6YQE7B			28900524	NORWICH STEINER SCHOOL		[52.6172155,1.2983198]	
2X6YQEAP			28901267	NOTRE DAME HIGH SCHOOL		[52.6230295,1.2968803]	
2X6YQEGC			28901267	15-17 KINGS HOUSE		[52.6246775,1.2935753]	
2X6YQESY			28901013	THORPE HAMLET FIRST SCHOOL		[52.6294916,1.3157095]	2010-03-30
2X6YQEY5			4600373	25 HORSHAM ST FAITH C P SCHOOL		[52.6944236,1.2825729]	
2X6YQF3R			4601043	HAINFORD VC FIRST SCHOOL		[52.7229292,1.2908317]	
2X6YQF3T			4600403	HORSFORD ALL SAINTS VC MIDDLE SCHOOL		[52.7056389,1.243053]	
2X6YQF3V			4600947	SPIXWORTH COUNTY FIRST SCHOOL		[52.6906266,1.3190989]	
2X6YQF3W			4600947	WOODLAND VIEW MIDDLE SCHOOL		[52.6919576,1.320384]	
2X6YQFFJ			4600092	REEPHAM HIGH SCHOOL		[52.7585807,1.1054635]	
2X6YQFX7			4600699	BUXTON COUNTY PRIMARY SCHOOL		[52.7561427,1.3079521]	
2X6YQFX9			4601259	HEVINGHAM CP SCHOOL		[52.7445396,1.2471871]	
2X6YQJAW			4601838	ACLE HIGH SCHOOL		[52.6413371,1.5411631]	
2X6YQJAX			4601822	FREETHORPE COUNTY PRIMARY SCHOOL		[52.5880002,1.5582561]	
2X6YQJAY			4601470	ACLE ST EDMUND PRIMARY SCHOOL		[52.6416909,1.5539667]	
2X6YQJR3			4601388	LINGWOOD COUNTY FIRST SCHOOL		[52.6202314,1.4834476]	
2X6YQJRJ			4601824	LINGWOOD JUNIOR CP SCHOOL		[52.6254914,1.4902211]	
2X6YQJTJ			4603637	RACKHEATH PRIMARY SCHOOL		[52.6637165,1.3782696]	
2X6YQNQP			4002037	ECCLES VA SCHOOL		[52.4676062,0.9712367]	
2X6YQP27			4000652	GREAT ELLINGHAM CP SCHOOL		[52.5370149,0.9734147]	
2X6YQP4H			4000877	74 ROCKLAND COUNTY PRIMARY SCHOOL		[52.5308351,0.9331232]	
2X6YQP9J			4000872	CASTON PRIMARY SCHOOL		[52.5456387,0.8774075]	
2X6YQPFX			4000470	18-20 ATTLEBOROUGH JUNIOR SCHOOL		[52.5189696,1.0222312]	
2X6YQPPW			4000521	50 CHAPEL ROAD SCHOOL		[52.5171807,1.0087965]	
2X6YQPQK			4000736	9 ATTLEBOROUGH HIGH SCHOOL		[52.5196755,1.0188888]	
2X6YQQTV			4001343	YAXHAM PRIMARY SCHOOL		[52.6587315,0.9882399]	
2X6YQQY8			4001546	FRED NICHOLSON SCHOOL		[52.6648886,0.9438278]	
2X6YQQYG			4001161	GROVE FIRST SCHOOL		[52.675728,0.9393641]	
2X6YQQZ7			4001437	TOFTWOOD INFANTS SCHOOL		[52.6631688,0.9442741]	
2X6YQR9C			4001093	SCARNING PRIMARY SCHOOL		[52.6778816,0.9184542]	
2X6YQS5J			28900305	147 NOTRE DAME PREPARATORY SCHOOL		[52.634326,1.2774331]	
2X6YQSFF			28901221	38 ST JOHNS HOUSE		[52.6318068,1.2797429]	
2X6YQSFJ			28900249	PARKSIDE SCHOOL		[52.6281447,1.2703786]	
2X6YQSFK			28900855	HEIGHAM PARK FIRST SCHOOL		[52.6276416,1.2693803]	2010-03-30
2X6YQSFY			28900559	ST THOMAS RC MORE MIDDLE SCHOOL		[52.6243585,1.2651597]	2010-03-30
2X6YQSJV			28900860	3-7 FRANCIS HOUSE		[52.630303,1.2966439]	
2X6YQSTY			28900740	NELSON FIRST SCHOOL		[52.6373829,1.2738918]	2010-03-30
2X6YQT7Y			4001335	NEATHERD HIGH SCHOOL		[52.6799617,0.9564278]	
2X6YQT7Z			4001497	HOCKERING SCHOOL		[52.6750751,1.0710984]	
2X6YQTA5			4001076	DEREHAM SIXTH FORM CENTRE		[52.6813183,0.9521543]	
2X6YQTGX			4000129	ST MARYS SCHOOL		[52.7178574,0.9209146]	
2X6YQTGY			4001280	SWANTON MORLEY PRIMARY SCHOOL		[52.7143169,0.9775269]	
2X6YQTP9			4001227	70 NORTH ELMHAM PRIMARY SCHOOL		[52.7517086,0.942638]	
2X6YQV3X			28100362	LITTLE SNORING CP SCHOOL		[52.8541378,0.9067934]	
2X6YQV46			28100393	HINDRINGHAM COUNTY PRIMARY SCHOOL		[52.8849886,0.9415779]	2014-11-05
2X6YQV8H			4000341	COLKIRK PRIMARY SCHOOL		[52.8004748,0.8431662]	
2X6YQV8N			28100196	BLENHEIM PARK CP SCHOOL		[52.8552677,0.733636]	
2X6YQVD1			28100278	FAKENHAM JUNIOR SCHOOL		[52.8316145,0.8507082]	
2X6YQVDW			28100105	FAKENHAM HIGH SCHOOL		[52.8405571,0.8441656]	2015-12-03
2X6YQVN3			28100075	SCULTHORPE C OF E PRIMARY SCHOOL		[52.8478273,0.8212888]	
2X6YQVSD			28100397	WALSINGHAM CP SCHOOL		[52.8981134,0.8764259]	
2X6YQW4C			28100215	ALDERMAN PEEL HIGH SCHOOL		[52.9493406,0.851566]	
2X6YQWC8			28100554	ASTLEY PRIMARY SCHOOL		[52.8556414,1.0486393]	
2X6YQWQB			28100730	COUNTY PRIMARY SCHOOL		[52.9033893,1.0871067]	
2X6YQX3C			28100413	BLAKENEY C OF E VA PRIMARY SCHOOL		[52.9510909,1.0236948]	
2X6YQXEZ			28101021	SHERINGHAM CP SCHOOL		[52.9354619,1.2011123]	
2X6YQXVJ			28101036	23 OVERSTRAND PRIMARY SCHOOL		[52.9162061,1.3347867]	
2X6YQY15			28101227	CROMER HIGH SCHOOL		[52.9229254,1.3040385]	2011-10-20
2X6YQY1A			28100994	NORTHREPPS CP SCHOOL		[52.9042648,1.3366358]	
2X6YQZ09			28101828	MILLFIELD CP SCHOOL		[52.8153162,1.3764097]	
2X6YQZ34			28101581	PASTON SIXTH FORM COLLEGE		[52.819844,1.3858678]	
2X6YQZDS			28102016	34 OLD COURT HOUSE		[52.8172314,1.3887309]	
2X6YQZE9			15900567	ORMESBY FIRST SCHOOL		[52.675551,1.6835914]	
2X6YQZM0			15900614	FILBY FIRST SCHOOL		[52.6619695,1.6452138]	
2X6YQZSQ			15900429	ORMESBY MIDDLE SCHOOL		[52.6764641,1.6892176]	
2X6YR09C			15900558	FLEGG HIGH SCHOOL		[52.7125908,1.6405207]	
2X6YR0FX			28101862	LUDHAM CP SCHOOL		[52.7115208,1.535712]	
2X6YR0N2			15900356	ROLLESBY FIRST SCHOOL		[52.6854031,1.6325288]	
2X6YR12B			28900160	MAGDALEN GATES FIRST SCHOOL		[52.6390219,1.2981126]	2010-03-30
2X6YR1VQ			28901174	ANGEL ROAD FIRST SCHOOL		[52.6434185,1.2907254]	2010-03-30
2X6YR268			28900279	GEORGE WHITE MIDDLE SCHOOL		[52.641421,1.3033495]	2010-03-30
2X6YR269			28900730	MOUSEHOLD FIRST SCHOOL		[52.6408302,1.3080804]	2010-03-30
2X6YR4BA			15900057	ALDERMAN SWINDELL FIRST SCHOOL		[52.6244353,1.7303453]	
2X6YR4M6			15900339	GREAT YARMOUTH COLLEGE		[52.5975218,1.7214828]	
2X6YR4ZS			15900403	COBHOLM COUNTY FIRST SCHOOL		[52.60814,1.7141985]	
2X6YR5FC			15900962	STRADBROKE FIRST SCHOOL		[52.5758997,1.7260126]	
2X6YR5SF			15900921	CLIFF PARK HIGH SCHOOL		[52.5613785,1.7238508]	
2X6YR61J			15900780	EAST NORFOLK SIXTH FORM COLLEGE		[52.5785895,1.7199953]	
2X6YR61K			15901050	ORMISTON VENTURE ACADEMY		[52.5699567,1.7070407]	
2X6YR61M			15901050	HERMAN FIRST AND MIDDLE SCHOOL		[52.568093,1.707961]	
2X6YR622			15900351	LYNN GROVE VA HIGH SCHOOL		[52.5834265,1.7088872]	
2X6YR67Y			15900048	WROUGHTON FIRST SCHOOL		[52.5846179,1.7176415]	
2X6YR6EV			15900796	HOPTON CHURCH OF ENGLAND FIRST SCHOOL		[52.5383018,1.7300091]	
2X6YR6FY			42500460	HARRIS MIDDLE SCHOOL		[52.4851533,1.7478588]	2014-02-21
2X6YR7GW			42500267	ROMAN HILL MIDDLE SCHOOL		[52.4791165,1.7422185]	2015-10-20
2X6YR7P0			42500441	OULTON BROAD PRIMARY SCHOOL		[52.4824862,1.7009131]	
2X6YR7SA			42500393	WOODS LOKE PRIMARY SCHOOL		[52.4877585,1.724637]	
2X6YR7V9			42501602	THE DENES HIGH SCHOOL		[52.4898041,1.7486965]	2014-02-04
2X6YR870			42500675	GUNTON COUNTY PRIMARY SCHOOL		[52.5003548,1.7421809]	
2X6YR8BV			42501462	SOMERLEYTON PRIMARY SCHOOL		[52.518393,1.6619395]	
2X6YR8F9			42501466	CORTON COUNTY PRIMARY SCHOOL		[52.5146199,1.7464607]	
2X6YR8NF			42500868	KIRKLEY HIGH SCHOOL		[52.4682908,1.7284267]	2013-04-26
2X6YR9A0			42500922	FEN PARK PRIMARY SCHOOL		[52.4656329,1.7385258]	
2X6YR9B5			42500865	ST MARYS RC VA PRIMARY SCHOOL		[52.4611774,1.7414613]	
2X6YR9B8			42501331	RED OAK PRIMARY SCHOOL		[52.467338,1.7380813]	
2X6YR9DG			42500646	KESSINGLAND V C PRIMARY SCHOOL		[52.4201586,1.7195793]	
2X6YR9XE			42500852	PAKEFIELD MIDDLE SCHOOL		[52.4499397,1.7253292]	
2X6YRA29			42500687	GISLEHAM MIDDLE SCHOOL		[52.4422233,1.692914]	2012-10-22
2X6YRA2A			42500472	WARREN SCHOOL		[52.4645715,1.6985112]	
2X6YRA36			42501214	ELM TREE PRIMARY SCHOOL		[52.461749,1.7122198]	
2X6YRA38			42501558	WHITTON GREEN PRIMARY SCHOOL		[52.4606423,1.7210944]	
2X6YRAA1			42500557	THE DELL COUNTY PRIMARY SCHOOL		[52.4692173,1.7121416]	
2X6YRARW			42502309	BECCLES PRIMARY ACADEMY		[52.4510911,1.5798262]	
2X6YRAS0			42500678	WORLINGHAM MIDDLE SCHOOL		[52.4490083,1.5942162]	2014-01-28
2X6YRB4R			42501333	BRAMPTON PRIMARY SCHOOL		[52.3831783,1.5814109]	
2X6YRB4S			42500800	ILKETSHALL ST LAWRENCE PRIMARY SCHOOL		[52.3933104,1.499958]	
2X6YRB4T			42501288	RINGSFIELD PRIMARY SCHOOL		[52.4289468,1.5383023]	
2X6YRBNX			42501236	ST BENETS RC SCHOOL		[52.4542022,1.5587161]	
2X6YRBRT			42501205	BUNGAY HIGH SCHOOL		[52.4454082,1.4432676]	
2X6YRBTG			42500928	65 DUNELM HOUSE		[52.452719,1.4408497]	
2X6YRC1D			42501579	BUNGAY CP SCHOOL		[52.4534416,1.4419808]	
2X6YRC1E			42500795	BUNGAY MIDDLE SCHOOL		[52.4513633,1.4540228]	2014-02-21
2X6YRCND			28900838	EATON PRIMARY SCHOOL		[52.6076003,1.2639565]	2015-11-04
2X6YRCNV			28900631	THE LOCKSLEY SCHOOL		[52.6054687,1.2825005]	
2X6YRCWX			28900960	COLMAN MIDDLE SCHOOL		[52.6204679,1.2627419]	2010-03-30
2X6YRCWZ			28900815	EATON HALL SCHOOL		[52.6169435,1.2568201]	
2X6YRDEX			28900549	HENDERSON GREEN PRIMARY SCHOOL		[52.6361051,1.2530404]	
2X6YRDRE			28900852	CLOVER HILL INFANT AND NURSERY SCHOOL		[52.6401678,1.2291404]	
2X6YRDRG			28901033	CHAPEL BREAK INFANT SCHOOL		[52.6410086,1.2121117]	
2X6YRDXW			4600333	KINSALE MIDDLE SCHOOL		[52.6606306,1.2582805]	
2X6YRDY8			4600398	HELLESDON FIRSIDE MIDDLE SCHOOL		[52.667582,1.2697309]	
2X6YRDY9			4600398	HELLESDON HIGH SCHOOL		[52.6595366,1.2562022]	
2X6YREB6			4600015	ARDEN GROVE FIRST SCHOOL		[52.6706867,1.2559522]	
2X6YRETK			4600800	OLD CATTON VC MIDDLE SCHOOL		[52.661853,1.3002027]	
2X6YRETT			4600888	GARRICK GREEN FIRST SCHOOL		[52.6638448,1.2977938]	
2X6YREVE			4601551	HILLSIDE AVENUE SCHOOL		[52.6295836,1.3508309]	
2X6YREZN			4601939	7 THORPE HOUSE SCHOOL		[52.628046,1.3300405]	
2X6YRF7M			4601108	SPROWSTON MIDDLE SCHOOL		[52.6560559,1.3174395]	
2X6YRF9D			4600868	CECIL GOWING FIRST SCHOOL		[52.6523623,1.3272751]	
2X6YRF9T			4601842	SPARHAWK FIRST SCHOOL		[52.6575105,1.3284206]	
2X6YRF9V			4600760	SPROWSTON HIGH SCHOOL		[52.6516631,1.3243087]	
2X6YRF9W			4600868	FALCON MIDDLE SCHOOL		[52.6513529,1.3283076]	
2X6YRFB3			28901262	OPEN ACADEMY		[52.6444501,1.3259049]	
2X6YRFKS			28901138	WOODSIDE CENTRE		[52.6409775,1.3384007]	
2X6YRFV6			4600601	TAVERHAM ST EDMUNDS MIDDLE SCHOOL		[52.679681,1.1971503]	
2X6YRFW5			4600036	TAVERHAM HIGH SCHOOL		[52.6863647,1.1874122]	
2X6YRGDB			4001089	GARVESTONE CP SCHOOL		[52.6270691,0.9874397]	
2X6YRGN5			4001542	LYNG PRIMARY SCHOOL		[52.7178045,1.0588167]	
2X6YRGQ7			35302040	GAMLINGAY VILLAGE COLLEGE		[52.1531421,-0.1876745]	
2X6YRGQB			35302027	GAMLINGAY FIRST SCHOOL		[52.1559896,-0.1939328]	
2X6YRGWQ			17800057	BARNABAS OLEY C OF E PRIMARY SCHOOL		[52.1864494,-0.143296]	
2X6YRGYG			35302112	STEEPLE MORDEN COFE VC PRIMARY SCHOOL		[52.0664131,-0.1259398]	
2X6YRH4X			35301875	BASSINGBOURN VILLAGE COLLEGE		[52.0752314,-0.0596546]	
2X6YRH74			35301204	PETERSFIELD CHURCH OF ENGLAND SCHOOL		[52.1314771,-0.017017]	
2X6YRH9A			35301954	MELBOURN VILLAGE COLLEGE		[52.0876656,0.0181014]	
2X6YRHM9			35301266	FOWLMERE PRIMARY SCHOOL		[52.0933813,0.0706515]	
2X6YRHSP			37100665	WESTCLIFF HIGH SCHOOL FOR BOYS		[51.5529585,0.6694359]	
2X6YRHSQ			37100665	WESTCLIFF HIGH SCHOOL FOR GIRLS		[51.5524127,0.6677305]	
2X6YRHSR			37100665	ST THOMAS MORE HIGH SCHOOL		[51.554525,0.670552]	
2X6YRHST			37100961	SOUTHEND HIGH SCHOOL FOR BOYS		[51.5538317,0.6953545]	
2X6YRHXG			37100217	EARLS HALL INFANT SCHOOL		[51.5566554,0.6910634]	
2X6YRJ7A			37100822	ST BERNARDS HIGH SCHOOL		[51.5374158,0.6985664]	
2X6YRKCK			37100056	BARONS COURT INFANT SCHOOL		[51.538632,0.703167]	
2X6YRNC2			37100761	WESTBOROUGH PRIMARY SCHOOL		[51.5467012,0.6984093]	
2X6YRQV5			37101118	PORTERS GRANGE JUNIOR AND INFANT SCHOOL		[51.5390204,0.7229198]	
2X6YRS8E			6600296	RUNWELL COUNTY PRIMARY SCHOOL		[51.62263,0.5239967]	
2X6YRSDY			2000080	BEAUCHAMPS HIGH SCHOOL		[51.6129676,0.5420807]	
2X6YRSVW			2002043	HILLTOP JUNIOR AND INFANT SCHOOL		[51.6156648,0.5421158]	
2X6YRT8A			2000550	BROMFORDS SCHOOL		[51.6049593,0.508388]	
2X6YRTDG			2000170	CASTLEDON SCHOOL		[51.601916,0.5098089]	
2X6YRTHT			2000929	NORTH CRESCENT SCHOOL		[51.60899,0.5213344]	
2X6YRTPK			2000463	BRISCO COUNTY JUNIOR AND INFANT SCHOOL		[51.5787763,0.5081283]	
2X6YRV1Y			2000360	FELMORE PRIMARY SCHOOL		[51.5806551,0.5077411]	
2X6YRVAM			2000335	EVERSLEY COUNTY PRIMARY SCHOOL		[51.5716347,0.516163]	
2X6YRVAV			2002054	ST MARGARETS SCHOOL		[51.5653378,0.5267096]	
2X6YRVBD			2001384	CHALVEDON SCHOOL		[51.5683805,0.504742]	2012-10-30
2X6YRVBT			2000616	PITSEA JUNIOR SCHOOL		[51.5654957,0.5008463]	
2X6YRVQK			2001290	BARSTABLE SCHOOL		[51.5731748,0.4894769]	2012-10-30
2X6YRW32			2002126	WHITMORE COUNTY INFANT AND JUNIOR SCHOOL		[51.5825502,0.4833204]	
2X6YRW7S			2001987	MANOR COUNTY JUNIOR & INFANT SCHOOL		[51.5794826,0.471866]	2012-10-30
2X6YRWEH			2000341	PROSPECTS COLLEGE		[51.5807766,0.4487694]	
2X6YRWTE			2000275	LAINDON PARK CP SCHOOL		[51.5805943,0.4376598]	
2X6YRX21			2000741	BLUEHOUSE COUNTY INFANT SCHOOL		[51.5735358,0.4289259]	
2X6YRX28			2001389	ST ANNE LINE JUNIOR SCHOOL		[51.5704978,0.4457205]	
2X6YRX8E			2000350	MERRYLANDS INFANT SCHOOL		[51.5729312,0.4137685]	
2X6YRXFV			2001110	RYEDENE CP SCHOOL		[51.5590814,0.4890967]	
2X6YRXTZ			2001257	WOODLANDS COMPREHENSIVE SCHOOL		[51.5637485,0.4556632]	
2X6YRXV2			2002562	SOUTH ESSEX COLLEGE OF FURTHER AND HIGHER EDUCATION		[51.5614582,0.4500831]	
2X6YRXYR			2000492	GREAT BERRY CP SCHOOL		[51.5636441,0.4074902]	
2X6YRXYV			2000103	LINCEWOOD COUNTY JUNIOR AND INFANT SCHOOL		[51.5612132,0.4189914]	
2X6YRYX1			40500221	ST CLERES SCHOOL		[51.5103082,0.4195367]	
2X6YRZH5			40501242	GABLE HALL SCHOOL SPECIALIST PERFORMING ARTS AND VOCATIONAL COLLEGE		[51.5332769,0.4494635]	
2X6YRZPE			40500668	CORRINGHAM PRIMARY SCHOOL		[51.5253341,0.4662797]	
2X6YS1ZK			37101106	KINGSDOWN SCHOOL		[51.5653241,0.6675052]	
2X6YS25Y			37100196	PRIORY SCHOOL		[51.5517577,0.7006706]	2015-06-12
2X6YS28W			32200430	GREAT WAKERING PRIMARY SCHOOL		[51.5522647,0.800763]	
2X6YS34N			37100328	FRIARS COUNTY JUNIOR AND INFANT SCHOOL		[51.5383574,0.7943133]	
2X6YS42Y			32200902	THE KING EDMUND SCHOOL		[51.5963154,0.7009883]	
2X6YS44Y			32200839	STAMBRIDGE PRIMARY SCHOOL		[51.5838931,0.7332824]	
2X6YS4F6			32200429	CANEWDON ENDOWED PRIMARY SCHOOL		[51.616959,0.7453969]	
2X6YS4H3			32201401	ASHINGDON SCHOOL		[51.614591,0.683712]	
2X6YS4QQ			32200200	HOCKLEY PRIMARY SCHOOL		[51.6040533,0.6459577]	
2X6YS5KM			32200551	RAYLEIGH PRIMARY SCHOOL		[51.5853388,0.6024694]	
2X6YS68Q			32200380	GROVE WOOD PRIMARY SCHOOL		[51.5819014,0.6299756]	
2X6YS699			32200448	72		[51.5904696,0.6123931]	
2X6YS6CH			32200798	THE SWEYNE PARK SCHOOL		[51.5955305,0.5987344]	
2X6YS6JA			32200536	OUR LADY OF RANSOM ROMAN CATHOLIC SCHOOL		[51.5947672,0.5836017]	2011-11-15
2X6YS6JH			32200131	DOWN HALL PRIMARY SCHOOL		[51.5988887,0.6062766]	
2X6YS6XE			6301172	699		[51.5495431,0.6247044]	
2X6YS741			6300075	WESTWOOD PRIMARY SCHOOL		[51.5592908,0.6049933]	
2X6YS7KQ			6300184	KINGSTON CP SCHOOL		[51.5681246,0.5735179]	
2X6YS7SM			6300773	WOODHAM LEY CP SCHOOL		[51.5717202,0.5484802]	
2X6YS7T0			6300773	MONTGOMERIE JUNIOR SCHOOL		[51.5736671,0.5478675]	
2X6YS7VH			6300232	APPLETON SCHOOL		[51.5634559,0.5529809]	
2X6YS81W			6300443	RICHMOND PRE SCHOOL		[51.5531154,0.5599039]	
2X6YS875			6300443	JOTMANS HALL PRIMARY SCHOOL		[51.5617194,0.5497095]	
2X6YS8FC			6300576	WILLIAM READ CP SCHOOL		[51.5198395,0.5791711]	
2X6YS91D			6300715	LEIGH BECK PRIMARY SCHOOL		[51.5173213,0.6133079]	
2X6YS9B8			6300926	NORTHWICK PARK JUNIOR AND INFANT SCHOOL		[51.5248229,0.5664197]	
2X6YS9EH			6300957	ST JOSEPHS RC SCHOOL		[51.5225356,0.5882474]	
2X6YS9EN			6300458	WINTER GARDENS JUNIOR SCHOOL		[51.5294384,0.5798722]	
2X6YSAXH			37100565	198 ST MICHAELS PREPARATORY SCHOOL		[51.5472158,0.6414329]	
2X6YSBJG			37100619	BELFAIRS ACADEMY		[51.550257,0.640181]	
2X6YSCB5			37100834	ST CHRISTOPHER SCHOOL		[51.5584992,0.661897]	
2X6YSCFZ			37101228	FAIRWAYS PRIMARY SCHOOL		[51.5609258,0.6450196]	
2X6YSCX6			42500669	ALBERT PYE SCHOOL		[52.4528985,1.5667523]	
2X6YSD16	2X6YRBTG	2X6YRBTG	42500928	REAR OF		[52.452719,1.4408497]	
2X6YSD8Q			42500446	LOWESTOFT COLLEGE LOUND CAMPUS		[52.5310344,1.7013838]	
2X6YSDB4			42500618	MEADOW PRIMARY SCHOOL		[52.4654207,1.7327199]	
2X6YSDQ3			42501365	NORTHFIELD ST NICHOLAS PRIMARY SCHOOL		[52.4869803,1.7464081]	
2X6YSF11			17800978	ST HELENS CP SCHOOL		[52.3581836,0.0109279]	
2X6YSFKN			17801629	MIDDLEFIELD SCHOOL		[52.2137749,-0.26437]	2009-08-08
2X6YSFPV			17801397	ST MARYS SCHOOL		[52.225222,-0.2577158]	2009-08-08
2X6YSFRV			17802414	YAXLEY INFANTS SCHOOL		[52.514881,-0.2524294]	
2X6YSGF5			14500003	TOWNLEY PRIMARY SCHOOL		[52.5481174,0.1996402]	
2X6YSGFK			14500984	LIONEL WALDEN PRIMARY SCHOOL		[52.496593,0.0655982]	
2X6YSGFZ			14500565	104 LEVERINGTON COMMUNITY PRIMARY SCHOOL		[52.6804511,0.1369704]	2011-10-19
2X6YSGH2			14500042	MANEA PRIMARY SCHOOL		[52.4852243,0.1780481]	
2X6YSGHF			14500936	BURROWMOOR PRIMARY SCHOOL		[52.5464086,0.0848965]	
2X6YSGXS			14501377	THOMAS EATON PRIMARY SCHOOL		[52.5086908,0.0853367]	2011-10-19
2X6YSH18			14500413	THE QUEENS SCHOOL		[52.6551411,0.1656323]	2011-10-19
2X6YSH2C			14500325	ELM ROAD PRIMARY SCHOOL		[52.6597828,0.1640429]	
2X6YSH69			14500312	THE NENE INFANT SCHOOL ACADEMY		[52.6624693,0.1656248]	
2X6YSH8C			14500366	QUALIPLAS LIMITED		[52.6505677,0.1545992]	2008-12-10
2X6YSHC4			35301859	43 BASSINGBOURN PRIMARY SCHOOL		[52.0750568,-0.0621576]	
2X6YSHWG			35301165	66		[52.094219,0.0087327]	
2X6YSJ51			35301693	SWAVESEY PRIMARY SCHOOL		[52.2983857,-0.0021502]	
2X6YSJ5D			35301772	COMBERTON VILLAGE COLLEGE		[52.1847477,0.0104688]	
2X6YSJPZ			30101440	WEST TOWN PRIMARY ACADEMY		[52.5777969,-0.2570901]	
2X6YSKD3			30100869	THORPE PRIMARY SCHOOL		[52.5804603,-0.2762748]	
2X6YSKD4			30100878	LONGTHORPE PRIMARY SCHOOL		[52.5755075,-0.2825492]	
2X6YSKFQ			30101748	KEN STIMPSON COMMUNITY SCHOOL		[52.6197151,-0.2762998]	
2X6YSKFV			30101605	NORWOOD PRIMARY SCHOOL		[52.6125492,-0.2505265]	
2X6YSKFY			30101763	WILLIAM LAW PRIMARY SCHOOL		[52.6214982,-0.2789777]	
2X6YSKJ1			30101457	MIDDLETON PRIMARY SCHOOL		[52.5827213,-0.2846143]	
2X6YSKNN			30100291	WITTERING PRIMARY SCHOOL		[52.6086876,-0.4435481]	
2X6YSKSQ			4601169	AYLSHAM HIGH SCHOOL		[52.7965381,1.2593849]	
2X6YSM8K			4000908	ASHILL COUNTY PRIMARY SCHOOL		[52.6041199,0.7860302]	
2X6YSMBH	2X6YQTGX	2X6YQTGX	4000129	BEETLEY AND DISTRICT PLAYSCHOOL		[52.7178574,0.9209146]	
2X6YSMMJ	2X6YRGN5	2X6YRGN5	4001542	LYNG PRE SCHOOL		[52.717796,1.0588013]	
2X6YSMW1	2X6YP2RF	2X6YP2RF	4001684	THETFORD CSD		[52.4275489,0.7567571]	
2X6YSP0A			28100169	WEST RAYNHAM V C PRIMARY SCHOOL		[52.7914386,0.7766993]	
2X6YSP7C			28100246	LANGHAM C P SCHOOL		[52.9335653,0.9863213]	
2X6YSPB1			28101706	NORTH WALSHAM JUNIOR SCHOOL		[52.82179,1.3951568]	
2X6YSPCF			28101889	NORTH WALSHAM HIGH SCHOOL		[52.8178185,1.3933638]	
2X6YSPEF			28101455	STALHAM HIGH SCHOOL		[52.7720664,1.5183011]	
2X6YSQZM			28901174	ANGEL ROAD JUNIOR SCHOOL		[52.6435254,1.294239]	
2X6YSQZV			28900050	AVENUE JUNIOR SCHOOL		[52.626869,1.2729291]	
2X6YSSE5			19001424	WIMBOTSHAM PRIMARY SCHOOL		[52.6196297,0.3907215]	
2X6YSSEB			19001426	70-72		[52.7606584,0.2988036]	
2X6YSSZC			19001293	WHITEFRIARS PRIMARY SCHOOL		[52.7476669,0.3981976]	
